objective_name,target_name,dplus_vs_bp_forward_cosine_mean,dplus_vs_bp_forward_cosine_std,dplus_vs_bp_forward_cosine_min,dplus_vs_bp_forward_cosine_max,dplus_vs_bp_forward_norm_ratio_mean,dplus_vs_bp_forward_norm_ratio_std,dplus_vs_bp_forward_norm_ratio_min,dplus_vs_bp_forward_norm_ratio_max,dplus_vs_bp_forward_sign_agreement_mean,dplus_vs_bp_forward_sign_agreement_std,dplus_vs_bp_forward_sign_agreement_min,dplus_vs_bp_forward_sign_agreement_max,dplus_vs_ep_forward_cosine_mean,dplus_vs_ep_forward_cosine_std,dplus_vs_ep_forward_cosine_min,dplus_vs_ep_forward_cosine_max,dplus_vs_ep_forward_norm_ratio_mean,dplus_vs_ep_forward_norm_ratio_std,dplus_vs_ep_forward_norm_ratio_min,dplus_vs_ep_forward_norm_ratio_max,dplus_vs_ep_forward_sign_agreement_mean,dplus_vs_ep_forward_sign_agreement_std,dplus_vs_ep_forward_sign_agreement_min,dplus_vs_ep_forward_sign_agreement_max,dplus_forward_norm_mean,dplus_forward_norm_std,dplus_forward_norm_min,dplus_forward_norm_max,bp_forward_norm_mean,bp_forward_norm_std,bp_forward_norm_min,bp_forward_norm_max,ep_forward_norm_mean,ep_forward_norm_std,ep_forward_norm_min,ep_forward_norm_max,dplus_raw_free_mse_decrease_mean,dplus_raw_free_mse_decrease_std,dplus_raw_free_mse_decrease_min,dplus_raw_free_mse_decrease_max,dplus_bp_scaled_free_mse_decrease_mean,dplus_bp_scaled_free_mse_decrease_std,dplus_bp_scaled_free_mse_decrease_min,dplus_bp_scaled_free_mse_decrease_max,dplus_ep_scaled_free_mse_decrease_mean,dplus_ep_scaled_free_mse_decrease_std,dplus_ep_scaled_free_mse_decrease_min,dplus_ep_scaled_free_mse_decrease_max,dplus_raw_feedforward_ce_decrease_mean,dplus_raw_feedforward_ce_decrease_std,dplus_raw_feedforward_ce_decrease_min,dplus_raw_feedforward_ce_decrease_max,dplus_bp_scaled_feedforward_ce_decrease_mean,dplus_bp_scaled_feedforward_ce_decrease_std,dplus_bp_scaled_feedforward_ce_decrease_min,dplus_bp_scaled_feedforward_ce_decrease_max,dplus_ep_scaled_feedforward_ce_decrease_mean,dplus_ep_scaled_feedforward_ce_decrease_std,dplus_ep_scaled_feedforward_ce_decrease_min,dplus_ep_scaled_feedforward_ce_decrease_max,dplus_raw_free_mse_decrease_positive_rate_mean,dplus_raw_free_mse_decrease_positive_rate_std,dplus_raw_free_mse_decrease_positive_rate_min,dplus_raw_free_mse_decrease_positive_rate_max,dplus_bp_scaled_free_mse_decrease_positive_rate_mean,dplus_bp_scaled_free_mse_decrease_positive_rate_std,dplus_bp_scaled_free_mse_decrease_positive_rate_min,dplus_bp_scaled_free_mse_decrease_positive_rate_max,dplus_ep_scaled_free_mse_decrease_positive_rate_mean,dplus_ep_scaled_free_mse_decrease_positive_rate_std,dplus_ep_scaled_free_mse_decrease_positive_rate_min,dplus_ep_scaled_free_mse_decrease_positive_rate_max,dplus_objective_mean,dplus_objective_std,dplus_objective_min,dplus_objective_max,dplus_state_delta_mean,dplus_state_delta_std,dplus_state_delta_min,dplus_state_delta_max,duration_sec_mean,duration_sec_std,duration_sec_min,duration_sec_max,direction_score,regularizer_pass
resnorm_beta_div2,nudge_0p1_plus,0.0750309833221965,0.003727863046281827,0.0720061119645834,0.0791956968605518,622765.479857247,385699.57466834557,348040.38355105795,1063704.6295362315,0.5468453003300561,0.026209732833986647,0.5165906548500061,0.5626377662022909,0.9968154529730479,0.00019360696110791832,0.9966441988945008,0.9970255295435588,36913.40996915093,21166.9368526578,23079.471953194272,61280.47453424312,0.987653589910931,0.002501370661751918,0.9860509037971495,0.9905358950297036,267481.9800347222,174017.50179619802,148018.8671875,467136.78125,0.466151495774587,0.12288701621157387,0.3339143047730128,0.5768370380004247,7.04939685927497,0.6043515815980796,6.417475620905559,7.62177022298177,0.027666762471199036,0.07406869407031828,-0.0386151174704233,0.1076180189847946,0.00042637023660866666,0.000136822528469128,0.0002700239419937,0.0005242228507995,0.006350232495201933,0.0011655755260673104,0.0051611314217249,0.0074907640616099,-14.632716039816538,10.832698775203923,-26.91726698478063,-6.449676295121511,2.1984179814656574e-05,1.1970216136877405e-05,8.811553319295248e-06,3.21964422861735e-05,0.00027527080641846666,0.00010017131595875792,0.0001619358857472,0.0003519554932912,0.6111111111111112,0.5357583756107197,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,121439.78515625,84558.14669611065,65358.009114583336,218699.2109375,0.1469129664064557,0.010729196401588927,0.1370362365204427,0.1583284688725446,10.527873136724034,3.7669757105533668,7.040977112948895,14.523269881028682,0.5750309833221965,True
raw,nudge_0p1_plus,0.07499903316299117,0.003657088441366354,0.0720480401068925,0.0790904474755128,0.13931294616159354,0.02874716805512371,0.1081373674467107,0.1647730270480384,0.5468453003300561,0.026209732833986664,0.5165906548500061,0.5626377662022909,0.996698389450709,0.0003025901615234093,0.99648912747701,0.9970453381538392,0.0083048389260052,2.9979502601542836e-06,0.0083019136597743,0.0083079046245813,0.987653589910931,0.002501370661751863,0.9860509037971495,0.9905358950297036,0.058544557541608776,0.005029673558339339,0.0532949889699618,0.0633208851019541,0.466151495774587,0.12288701621157383,0.3339143047730128,0.5768370380004247,7.04939685927497,0.6043515815980797,6.417475620905559,7.62177022298177,5.301998721228705e-05,9.764993091605715e-06,4.308422406514486e-05,6.260474522908528e-05,0.00042665004730219996,0.00013694747208995142,0.0002701083819071,0.0005243023236592,0.006354633304807833,0.0011695009981312098,0.0051630089680353,0.0075006783008575,2.2749106089274087e-06,8.524251485061783e-07,1.3113021850585938e-06,2.9305617014567056e-06,2.196762296888563e-05,1.1946053706865112e-05,8.811553319295248e-06,3.213683764139811e-05,0.0002751681539747,0.00010007625100622909,0.000161866346995,0.0003514985243479,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.027294496281279435,0.0033732317441070416,0.0244176788255572,0.0310070275639494,0.1469129664064557,0.010729196401588922,0.1370362365204427,0.1583284688725446,10.530852696082244,3.382549365447797,8.233064523898065,14.415028732270002,0.5749990331629912,True
beta_div2,nudge_0p1_plus,0.07499903295603057,0.0036570885381738195,0.0720480401068925,0.0790904474755128,13.931295395968123,2.874717054235001,10.813737136554394,16.47730348406331,0.5468453003300561,0.026209732833986647,0.5165906548500061,0.5626377662022909,0.9966983993848165,0.0003025889867679028,0.996489147345225,0.9970453480879464,0.8304839348053332,0.0002998103601534099,0.8301913931511464,0.8307905202839079,0.987653589910931,0.002501370661751918,0.9860509037971495,0.9905358950297036,5.85445605383979,0.5029674325154797,5.329499165217082,6.332088947296143,0.466151495774587,0.12288701621157387,0.3339143047730128,0.5768370380004247,7.04939685927497,0.6043515815980796,6.417475620905559,7.62177022298177,0.0052822613053851,0.0009733422500756156,0.0042914499839146,0.0062371393044789,0.00042665004730219996,0.00013694747208995142,0.0002701083819071,0.0005243023236592,0.006354633304807833,0.0011695009981312096,0.0051630089680353,0.0075006783008575,0.00022857387860610002,8.31111457781224e-05,0.0001344581445058,0.000291883945465,2.1967622968885636e-05,1.194605370686511e-05,8.811553319295248e-06,3.213683764139811e-05,0.00027516484260553336,0.0001000818744862812,0.0001618564128875,0.0003514985243479,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.729449603292677,0.33732317042905213,2.441767851511637,3.10070272286733,0.1469129664064557,0.010729196401588927,0.1370362365204427,0.1583284688725446,11.106520634144545,3.4792142270334363,8.131209361832589,14.932032930199057,0.5749990329560306,True
beta_div1,nudge_0p1_plus,0.07499903192122774,0.0036570854523069545,0.0720480419695377,0.0790904431293408,1.393129508025546,0.28747169573750847,1.0813736898357071,1.647730303113465,0.5468453003300561,0.026209732833986612,0.5165906548500061,0.5626377662022909,0.9966983695824941,0.000302574251060016,0.9964891076087952,0.9970452984174092,0.08304839172509744,2.9980987783712502e-05,0.0830191376272517,0.0830790502414488,0.987653589910931,0.002501370661751826,0.9860509037971495,0.9905358950297036,0.5854455928007761,0.050296742308175456,0.5329499046007792,0.6332088808218638,0.466151495774587,0.12288701621157383,0.3339143047730128,0.5768370380004247,7.04939685927497,0.6043515815980796,6.417475620905559,7.62177022298177,0.0005303091473049,9.775869854985242e-05,0.0004308074712753,0.0006262262662251,0.00042665004730219996,0.00013694747208995142,0.0002701083819071,0.0005243023236592,0.006354633304807833,0.0011695009981312096,0.0051630089680353,0.0075006783008575,2.2871626747979055e-05,8.333741243309601e-06,1.343091328938802e-05,2.920627593994141e-05,2.1967622968885636e-05,1.1946053706865114e-05,8.811553319295248e-06,3.213683764139811e-05,0.0002751681539747,0.00010007625100622908,0.000161866346995,0.0003514985243479,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2729449619849522,0.033732314255136106,0.2441767901182174,0.3100702712933222,0.1469129664064557,0.010729196401588918,0.1370362365204427,0.1583284688725446,10.249583704397082,3.826639903864349,7.328768673352897,14.581367652863264,0.5749990319212277,True
resnorm_layergain_beta_div1,nudge_0p01_plus,0.07144658764203383,0.0021507680408569077,0.0699782806138197,0.073915347456932,115667.66056144731,72160.45079838573,61901.78458608082,197678.21045892927,0.5063600457376903,0.020342692245179934,0.4837894191344579,0.5232800940672556,0.9398855103386774,0.005991348254733427,0.9329676230748496,0.9434025983015696,3440.5025987519098,2012.344428995919,2142.151403790446,5758.582996338841,0.9898327423466576,0.0013079836685418924,0.9883314073085784,0.99072594443957,49471.16004774306,32406.760305231302,28339.950846354168,86781.89713541667,0.466151495774587,0.12288701621157386,0.3339143047730128,0.5768370380004247,14.029829078250463,0.9403057470136919,13.248630364735922,15.07347615559896,0.029994691411654163,0.07484160336957778,-0.0365904122591018,0.1109955608844757,0.0004258851210275333,0.0001382801224761803,0.0002678136030832,0.0005244513352711,0.0125291413731045,0.002126893123244449,0.0105080207188924,0.0147479971249898,-1.1070824753906991,1.248777287894517,-2.521438697973887,-0.1567129343748092,2.100070317586263e-05,1.1282404245550684e-05,8.314847946166992e-06,2.9911597569783528e-05,0.0005181928475697334,0.00017569460408109214,0.0003158648808797,0.0006322463353474,0.6111111111111112,0.5357583756107197,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4080.8367648654516,2884.953316207246,2309.317586263021,7409.80029296875,0.028515331240163866,0.0023741327202006926,0.0266022057815765,0.0311723260933326,12.089331216334054,2.3370802247186617,10.432391170877963,14.762484475038946,0.5714465876420338,True
layergain_beta_div1,nudge_0p01_plus,0.07129167123801176,0.0017363654552628011,0.0699602738022804,0.0732556382815043,2.5889283193492445,0.6212750917887074,1.9211145241336984,3.1497741754170483,0.5063600457376903,0.020342692245179934,0.4837894191344579,0.5232800940672556,0.9323780834674835,0.010172104121977249,0.9231612384319304,0.943291982014974,0.07702489418626317,0.0009805178130261464,0.076111071042579,0.0780606931635754,0.9898327423466576,0.0013079836685418924,0.9883314073085784,0.99072594443957,1.0810362464851802,0.08405094833966205,1.018686980009079,1.176623523235321,0.466151495774587,0.12288701621157386,0.3339143047730128,0.5768370380004247,14.029829078250463,0.9403057470136919,13.248630364735922,15.07347615559896,0.0009785029623243,0.0001748873079431088,0.0008201748132705,0.0011662244796752,0.0004270821809768,0.00013811930556169666,0.0002691398064295,0.0005252261956532,0.0125689738326602,0.0021235101063019133,0.0105622808138529,0.0147926410039265,3.994835747612847e-05,1.3518569570020564e-05,2.4338563283284504e-05,4.780292510986328e-05,2.094109853108724e-05,1.1151662851731891e-05,8.364518483479818e-06,2.962350845336914e-05,0.0005169841978284333,0.00017401963271648077,0.000316301981608,0.0006261467933654,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.10506168090634872,0.012519099398370382,0.0955299399793148,0.1192396332820256,0.028515331240163866,0.0023741327202006926,0.0266022057815765,0.0311723260933326,12.927190174814314,2.103212791566477,10.83661049278453,15.042812436819077,0.5712916712380118,True
resnorm_beta_div2,nudge_0p01_plus,0.07118765306141638,0.0017932326069179628,0.0699934009462595,0.0732497038940588,11557641.729855293,7219482.213580296,6183391.502553161,19763734.075059697,0.5063600457376903,0.020342692245179934,0.4837894191344579,0.5232800940672556,0.9305669897132449,0.008739543068794285,0.9216669201850892,0.93913663427035,343788.6914151706,201365.15817176606,213816.8440573912,575742.9237527543,0.9898327423466576,0.0013079836685418924,0.9883314073085784,0.99072594443957,4943534.083333333,3242327.5731819333,2828719.5,8676452.083333334,0.466151495774587,0.12288701621157386,0.3339143047730128,0.5768370380004247,14.029829078250463,0.9403057470136919,13.248630364735922,15.07347615559896,0.03326358728938634,0.0649977368320546,-0.027536983291308,0.1017712702353795,0.00042611526118380003,0.00013744228609716502,0.0002690454324086,0.0005243271589279,0.012542573942078467,0.002097933881233097,0.0105584214131037,0.0147382616996765,-741.6524805095461,554.4476711740789,-1317.470209300518,-211.38504399855933,2.087818251715766e-05,1.113882961161358e-05,8.334716161092123e-06,2.961357434590657e-05,0.0005158980687458666,0.00017311249118130362,0.0003163814544677,0.0006262759367624,0.6666666666666666,0.5773502691896258,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,405777.09982638893,288483.23084328254,228633.328125,738659.5208333334,0.028515331240163866,0.0023741327202006926,0.0266022057815765,0.0311723260933326,10.122294872843971,0.36898935801229066,9.851376792881638,10.542544523254035,0.5711876530614164,True
resnorm_beta_div1,nudge_0p01_plus,0.07118765161269237,0.0017932309543740867,0.0699933972209692,0.0732497001687685,115576.41647235076,72194.81607069676,61833.916786255664,197637.3325863524,0.5063600457376903,0.020342692245179934,0.4837894191344579,0.5232800940672556,0.9305669864018759,0.008739572103991757,0.921666900316874,0.93913667400678,3437.8869113491996,2013.6514318266024,2138.1685377439776,5757.429062334554,0.9898327423466576,0.0013079836685418924,0.9883314073085784,0.99072594443957,49435.34071180556,32423.273575141833,28287.1962890625,86764.51822916667,0.466151495774587,0.12288701621157386,0.3339143047730128,0.5768370380004247,14.029829078250463,0.9403057470136919,13.248630364735922,15.07347615559896,0.029209948248333367,0.07472773702098798,-0.0374980717897415,0.1099640081326166,0.00042611526118380003,0.00013744228609716502,0.0002690454324086,0.0005243271589279,0.012542573942078467,0.002097933881233097,0.0105584214131037,0.0147382616996765,-2.1876151164372764,2.2251293039747186,-4.749180242419243,-0.7336606780687968,2.087818251715766e-05,1.113882961161358e-05,8.334716161092123e-06,2.961357434590657e-05,0.0005158980687458666,0.00017311249118130362,0.0003163814544677,0.0006262759367624,0.6111111111111112,0.5357583756107197,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4057.770989312066,2884.8323230370584,2286.3332316080728,7386.59521484375,0.028515331240163866,0.0023741327202006926,0.0266022057815765,0.0311723260933326,12.737041245835522,2.2495719310570848,10.359936310909688,14.832568337675184,0.5711876516126924,True
raw,nudge_0p01_plus,0.0711360501332415,0.001644095390207911,0.0699684588859478,0.0730162244290113,0.025883709791276466,0.006211648214964749,0.019206397334354,0.0314905585404347,0.5063600457376903,0.02034269224517995,0.4837894191344579,0.5232800940672556,0.9275934199492136,0.010926138172215057,0.9176954726378124,0.9393176039059956,0.0007700817958866333,9.83048817988791e-06,0.0007609231391881,0.0007804686842626,0.9898327423466576,0.0013079836685418636,0.9883314073085784,0.99072594443957,0.0108080291603174,0.0008406998697973656,0.010184538240234,0.011764150733749,0.466151495774587,0.12288701621157383,0.3339143047730128,0.5768370380004247,14.029829078250463,0.9403057470136925,13.248630364735922,15.07347615559896,9.763571951124404e-06,1.7266805743464602e-06,8.210539817810059e-06,1.1622905731201172e-05,0.00042670302920866664,0.0001374338053754901,0.0002695818742116,0.0005245705445607,0.012561619281768735,0.0021022865070721647,0.010580226778984,0.0147668818632761,3.8743019104003906e-07,1.5517571917984196e-07,2.086162567138672e-07,4.867712656656901e-07,2.087487114800347e-05,1.110512511608228e-05,8.354584376017252e-06,2.953410148620605e-05,0.0005155470636155333,0.00017266975146727713,0.0003164410591125,0.0006241798400878,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0009650026040617,0.0001254006171233792,0.0008917679272902,0.0011097995447926,0.028515331240163866,0.002374132720200694,0.0266022057815765,0.0311723260933326,13.58185001105691,1.9298499931265403,11.35800530295819,14.817089159041643,0.5711360501332414,True
beta_div1,nudge_0p01_plus,0.0711360493053992,0.0016440958684220991,0.0699684557815392,0.0730162238081296,2.588371040503987,0.6211647610865004,1.9206398525566009,3.149055848605206,0.5063600457376903,0.020342692245179934,0.4837894191344579,0.5232800940672556,0.9275934298833212,0.010926155340561673,0.9176954527695974,0.9393176237742106,0.07700818180260077,0.0009830479092483376,0.076092318254645,0.078046870550727,0.9898327423466576,0.0013079836685418924,0.9883314073085784,0.99072594443957,1.0808029472827911,0.08406999274930048,1.0184538265069325,1.1764151056607564,0.466151495774587,0.12288701621157386,0.3339143047730128,0.5768370380004247,14.029829078250463,0.9403057470136919,13.248630364735922,15.07347615559896,0.0009776535961362332,0.00017322170553426335,0.0008213470379511,0.0011638899644215,0.00042670302920866664,0.0001374338053754901,0.0002695818742116,0.0005245705445607,0.012561619281768735,0.0021022865070721647,0.010580226778984,0.0147668818632761,3.982914818657769e-05,1.3415537972454864e-05,2.4338563283284504e-05,4.766384760538737e-05,2.087487114800347e-05,1.1105125116082284e-05,8.354584376017252e-06,2.953410148620605e-05,0.0005155437522463667,0.0001726754789920079,0.000316431125005,0.0006241798400878,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.09650025972061681,0.01254006116978711,0.0891767914096514,0.1109799531598885,0.028515331240163866,0.0023741327202006926,0.0266022057815765,0.0311723260933326,12.088630940920362,1.9191749096822956,10.907467348966748,14.303057483397424,0.5711360493053992,True
beta_div2,nudge_0p01_plus,0.07113604868451749,0.0016440987199183292,0.0699684557815392,0.0730162269125382,258.8371032809553,62.116479590448385,192.06397908077403,314.9055843942371,0.5063600457376903,0.02034269224517995,0.4837894191344579,0.5232800940672556,0.9275934133264755,0.010926127512520666,0.9176954726378124,0.9393175840377808,7.7008181708163805,0.09830493431040353,7.609231664706445,7.804687185026101,0.9898327423466576,0.0013079836685418636,0.9883314073085784,0.99072594443957,108.08029471503363,8.407000798767493,101.84538269042967,117.64151255289714,0.466151495774587,0.12288701621157383,0.3339143047730128,0.5768370380004247,14.029829078250463,0.9403057470136925,13.248630364735922,15.07347615559896,0.08995299041271206,0.015859216143471612,0.0754809429248174,0.1069067617257436,0.00042669971783950003,0.00013743026837805902,0.0002695818742116,0.0005245606104532,0.012561619281768735,0.0021022865070721647,0.010580226778984,0.0147668818632761,0.003878533840179367,0.001291645806121629,0.0023874839146931,0.0046544969081878,2.087487114800347e-05,1.110512511608228e-05,8.354584376017252e-06,2.953410148620605e-05,0.0005155437522463667,0.0001726754789920079,0.000316431125005,0.0006241798400878,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,9.650026162465412,1.254006058929831,8.91767946879069,11.0979954401652,0.028515331240163866,0.002374132720200694,0.0266022057815765,0.0311723260933326,12.624061740469187,1.982895859400973,10.96715601393953,14.8210443072021,0.5711360486845175,True
resnorm_layergain_beta_div1,gradual_100_0p01_plus,0.06518672613634001,0.0022665132427132028,0.0627818318704764,0.0672832901279131,356432.67680096446,196697.19363035163,203031.33055994217,578187.8438561261,0.5303053193622166,0.02130362300117688,0.5060433149337769,0.5459521015485128,0.8742733432186974,0.018393096460350904,0.8593823413054148,0.8948337038358053,3114.151214532658,1781.915029720208,1979.8097564550192,5167.987092657677,0.9830989241600037,0.000992292761342613,0.9819650053977966,0.98380841811498,151989.21484375,88253.79160629469,93374.11458333331,253490.4921875,0.466151495774587,0.12288701621157383,0.3339143047730128,0.5768370380004247,48.69599956936307,1.2950019598392684,47.25321833292643,49.75770886739095,-0.07834900584485796,0.2598939271033417,-0.3737537910540898,0.1151449034611384,0.0004239711496564667,0.00013796836803376192,0.0002662241458892,0.0005221366882324,0.04200519952509133,0.0053245453188852515,0.0362100849548975,0.0466813147068023,-5.4400540408160944,5.018108408414021,-11.230919003486632,-2.369053234656652,1.9229120678371855e-05,9.944703160238052e-06,7.828076680501303e-06,2.611676851908366e-05,0.0016226073106129335,0.0004960665730666453,0.0010516544183095,0.0019479791323343,0.6666666666666666,0.5773502691896258,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,44855.5476345486,27173.448987921667,29082.984700520832,76232.59375,0.113249032292515,0.008624325673229504,0.1057403186957041,0.1226684935390949,12.561065820977092,1.1311300148526011,11.606787705793977,13.810519626364112,0.56518672613634,True
