target_name,target_mode,beta_sign,seed,dataset,n_samples,noise,hidden_sizes,batch_size,n_batches,infer_steps,infer_lr,step_lr,activation,device,duration_sec,ep_objective,ep_state_delta,ep_saturation,dplus_objective,dplus_state_delta,dplus_saturation,bp_full_direction_norm,bp_forward_direction_norm,ep_full_direction_norm,ep_forward_direction_norm,dplus_full_direction_norm,dplus_forward_direction_norm,dplus_vs_bp_full_cosine,dplus_vs_bp_full_norm_ratio,dplus_vs_bp_full_sign_agreement,dplus_vs_bp_full_norm_a,dplus_vs_bp_full_norm_b,dplus_vs_bp_forward_cosine,dplus_vs_bp_forward_norm_ratio,dplus_vs_bp_forward_sign_agreement,dplus_vs_bp_forward_norm_a,dplus_vs_bp_forward_norm_b,ep_vs_bp_full_cosine,ep_vs_bp_full_norm_ratio,ep_vs_bp_full_sign_agreement,ep_vs_bp_full_norm_a,ep_vs_bp_full_norm_b,ep_vs_bp_forward_cosine,ep_vs_bp_forward_norm_ratio,ep_vs_bp_forward_sign_agreement,ep_vs_bp_forward_norm_a,ep_vs_bp_forward_norm_b,dplus_vs_ep_full_cosine,dplus_vs_ep_full_norm_ratio,dplus_vs_ep_full_sign_agreement,dplus_vs_ep_full_norm_a,dplus_vs_ep_full_norm_b,dplus_vs_ep_forward_cosine,dplus_vs_ep_forward_norm_ratio,dplus_vs_ep_forward_sign_agreement,dplus_vs_ep_forward_norm_a,dplus_vs_ep_forward_norm_b,base_free_mse,base_feedforward_ce,bp_step_norm,bp_free_mse_decrease_raw,bp_feedforward_ce_decrease_raw,bp_free_mse_decrease_bp_normed,bp_feedforward_ce_decrease_bp_normed,ep_free_mse_decrease_raw,ep_feedforward_ce_decrease_raw,ep_free_mse_decrease_bp_normed,ep_feedforward_ce_decrease_bp_normed,dplus_free_mse_decrease_raw,dplus_feedforward_ce_decrease_raw,dplus_free_mse_decrease_bp_normed,dplus_feedforward_ce_decrease_bp_normed,batch_idx,bp_free_mse_decrease_raw_positive_rate,bp_free_mse_decrease_bp_normed_positive_rate,bp_feedforward_ce_decrease_raw_positive_rate,bp_feedforward_ce_decrease_bp_normed_positive_rate,ep_free_mse_decrease_raw_positive_rate,ep_free_mse_decrease_bp_normed_positive_rate,ep_feedforward_ce_decrease_raw_positive_rate,ep_feedforward_ce_decrease_bp_normed_positive_rate,dplus_free_mse_decrease_raw_positive_rate,dplus_free_mse_decrease_bp_normed_positive_rate,dplus_feedforward_ce_decrease_raw_positive_rate,dplus_feedforward_ce_decrease_bp_normed_positive_rate,training_iteration,config/experiment_name,config/target_name,config/seed,config/step_lr,config/dataset,config/n_samples,config/test_size,config/noise,config/hidden_sizes,config/batch_size,config/n_batches,config/infer_steps,config/infer_lr,config/activation,config/bias,config/state_clip
nudge_0p01_plus,nudge_0.01,plus,2025,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,cuda,9.352850240189582,-11.108468214670816,0.0311723260933326,0.0,0.0011097995447926,0.0311723260933326,0.0,0.4877031445503235,0.4877031445503235,28.01655165354411,15.07347615559896,0.0121383707349499,0.011764150733749,0.0682364211728175,0.0278077488961386,0.2616400470336278,0.0121383707349499,0.4877031445503235,0.0704234670847654,0.0269541734990407,0.5232800940672556,0.011764150733749,0.4877031445503235,0.0391305399437745,64.00577616069201,0.2609939128160476,28.01655165354411,0.4877031445503235,0.073152410176893,34.54146919828637,0.5219878256320953,15.07347615559896,0.4877031445503235,0.5574837426344553,0.0004333669391783,0.9238312343756356,0.0121383707349499,28.01655165354411,0.9393176039059956,0.0007804686842626,0.99072594443957,0.011764150733749,15.07347615559896,0.5975431601206461,0.6984257499376932,0.0004877031363624,0.0003181397914886,0.0002670188744862,0.0003181397914886,0.0002670188744862,0.0152277052402496,0.0006419320901234,0.0002699494361877,1.4175971349080404e-05,1.1622905731201172e-05,4.867712656656901e-07,0.000470886627833,2.396106719970703e-05,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,nudge_0p01_plus,2025,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
nudge_0p01_plus,nudge_0.01,plus,7,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.0001,tanh,cuda,8.380875444039702,-7.343447208404541,0.0277714618455825,0.0,0.0008917679272902,0.0277714618455825,0.0,0.5768370380004247,0.5768370380004247,24.22335688273112,13.767380714416504,0.0110739287920296,0.0104753985069692,0.0690915429343779,0.0203093131373442,0.2560053120056788,0.0110739287920296,0.5768370380004247,0.0730162244290113,0.019206397334354,0.5120106240113577,0.0104753985069692,0.5768370380004247,0.042237978739043,44.41707545149788,0.2559578021367391,24.22335688273112,0.5768370380004247,0.0743227563798427,25.247175507878374,0.5119156042734782,13.767380714416504,0.5768370380004247,0.5819293856620789,0.0004572067037465,0.9370391170183816,0.0110739287920296,24.22335688273112,0.9176954726378124,0.0007609231391881,0.9904408752918245,0.0104753985069692,13.767380714416504,0.5047348340352377,0.6594669421513876,5.768370283476543e-05,3.1163295110066734e-05,3.539522488911947e-05,3.1163295110066734e-05,3.539522488911947e-05,0.0012273291746775,6.366769472757976e-05,2.9414892196655277e-05,1.718600591023763e-06,9.338061014811198e-07,3.9736429850260414e-08,4.964073499043783e-05,2.8113524119059243e-06,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,nudge_0p01_plus,7,0.0001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
direct_plus,direct_clamp,plus,7,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.0001,tanh,cuda,9.347411083057525,1.0160647829373677,0.1811470493622538,0.0,0.0399006394048531,0.1811470493622538,0.0,0.5768370380004247,0.5768370380004247,1.3507441878318789,0.874088337024053,0.0727349606653054,0.0726081679264704,0.0796633486946423,0.1332577049854575,0.2891391019026438,0.0727349606653054,0.5768370380004247,0.0798018593341112,0.1330245167789714,0.5782782038052877,0.0726081679264704,0.5768370380004247,0.05594346486032,2.4719775397796138,0.2893291413784027,1.3507441878318789,0.5768370380004247,0.0865673472483952,1.6014139132909986,0.5786582827568054,0.874088337024053,0.5768370380004247,0.6689881483713785,0.05385611464847,0.9058912793795268,0.0727349606653054,1.3507441878318789,0.997035930554072,0.0830673661096568,0.9896617035071056,0.0726081679264704,0.874088337024053,0.5047348340352377,0.6594669421513876,5.768370283476543e-05,3.1163295110066734e-05,3.539522488911947e-05,3.1163295110066734e-05,3.539522488911947e-05,8.468826611836751e-05,4.718701044718425e-06,3.629922866821289e-05,2.2550423940022788e-06,6.556510925292969e-06,3.476937611897787e-07,5.231797695159912e-05,3.2186508178710938e-06,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,direct_plus,7,0.0001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
nudge_0p01_plusminus,nudge_0.01,plusminus,7,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,cuda,9.02671369491145,1.6751110553741455,0.0299349696336624,0.0,0.0011038052034564,0.0299349696336624,0.0,0.5768370380004247,0.5768370380004247,21.92601108551025,13.886773427327476,0.0037599263014271,0.0011701415060088,-0.043590729124844,0.0069054642892463,0.2482991218566894,0.0037599263014271,0.5768370380004247,-0.1373349788288275,0.0021299183573252,0.4965982437133789,0.0011701415060088,0.5768370380004247,0.0527453596393267,40.15129270241787,0.3001520236333211,21.92601108551025,0.5768370380004247,0.0833288437376419,25.44286206389132,0.6003040472666422,13.886773427327476,0.5768370380004247,-0.1915577078859011,0.0001714936823126,0.5303781727949778,0.0037599263014271,21.92601108551025,-0.9406556487083436,8.418814237728328e-05,0.5354807873566946,0.0011701415060088,13.886773427327476,0.5047348340352377,0.6594669421513876,0.0005768370659401,0.0003110269705454,0.0003535151481628,0.0003110269705454,0.0003535151481628,0.0131204724311828,0.0007209281126658,0.0003503660360972,2.134839693705241e-05,-9.934107462565105e-07,-9.934107462565105e-08,-0.0001536508401234,-1.8437703450520832e-05,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,nudge_0p01_plusminus,7,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
nudge_0p01_plusminus,nudge_0.01,plusminus,2025,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.0001,tanh,cuda,8.175767845008522,-3.3770721753438315,0.0322102499129768,0.0,0.0012500637482541,0.0322102499129768,0.0,0.4877031445503235,0.4877031445503235,24.78337065378825,14.778922239939371,0.0030123490917806,0.0005836929970731,-0.0195317428248624,0.0068882846122381,0.2590649873018265,0.0030123490917806,0.4877031445503235,-0.1011657789349556,0.001341746303123,0.518129974603653,0.0005836929970731,0.4877031445503235,0.0438888712475697,56.589946093821794,0.284264529744784,24.78337065378825,0.4877031445503235,0.0739373316367467,33.85792698212927,0.5685290594895681,14.778922239939371,0.4877031445503235,-0.1076373495161533,0.0001215461834134,0.5093120336532593,0.0030123490917806,24.78337065378825,-0.9374567866325378,3.950811267979548e-05,0.5304446816444397,0.0005836929970731,14.778922239939371,0.5975431601206461,0.6984257499376932,4.877031096839346e-05,3.189841906229655e-05,2.6732683181762692e-05,3.189841906229655e-05,2.6732683181762692e-05,0.0015787482261657,6.197889645894368e-05,3.1163295110066734e-05,1.5099843343098958e-06,-3.9736429850260414e-08,0.0,-8.662541707356771e-06,-4.669030507405599e-07,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,nudge_0p01_plusminus,2025,0.0001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
gradual_100_0p01_plus,gradual_clamp_100_0.01,plus,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.0001,tanh,cuda,10.083557012025269,-15.94718106587728,0.1057403186957041,0.0,0.0114437557446459,0.1057403186957041,0.0,0.3339143047730128,0.3339143047730128,87.78556823730469,47.25321833292643,0.0351400338113307,0.0334507270405689,0.0618649255484342,0.1085597965419137,0.2530216574668884,0.0351400338113307,0.3339143047730128,0.065073059250911,0.1034349208318917,0.5060433149337769,0.0334507270405689,0.3339143047730128,0.0332317283997933,271.1630967975143,0.2545990074674288,87.78556823730469,0.3339143047730128,0.0618932023644447,146.02745994037852,0.5091980149348577,47.25321833292643,0.3339143047730128,0.5263807276884714,0.0004006049071091,0.8915906151135763,0.0351400338113307,87.78556823730469,0.8565528392791748,0.0007081610406415,0.98380841811498,0.0334507270405689,47.25321833292643,0.4525083204110463,0.6512693762779236,3.339142980015216e-05,1.0281801223754885e-05,1.1444091796875e-05,1.0281801223754885e-05,1.1444091796875e-05,0.0036034534374872,9.918212890625e-05,1.375873883565267e-05,3.5762786865234375e-07,2.662340799967448e-06,2.9802322387695312e-08,2.529720465342204e-05,6.953875223795573e-07,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,gradual_100_0p01_plus,42,0.0001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
nudge_0p001_plus,nudge_0.001,plus,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,cuda,6.192769191227853,-111.4766133626302,0.0049991852914293,0.0,5.341780039695247e-05,0.0049991852914293,0.0,0.3339143047730128,0.3339143047730128,129.72692489624023,55.03717803955078,0.0027959404202799,0.0016778029385022,0.0306754025320212,0.008593962253815,0.2414576138059298,0.0027959404202799,0.3339143047730128,0.0516179899374643,0.0051908638200906,0.4829152276118596,0.0016778029385022,0.3339143047730128,0.0071993555757217,400.2103134365918,0.2423413097858429,129.72692489624023,0.3339143047730128,0.0170917627401649,169.9070462315765,0.4846826195716858,55.03717803955078,0.3339143047730128,0.3632322351137797,2.1532437300883466e-05,0.9222633639971416,0.0027959404202799,129.72692489624023,0.4228942990303039,3.0553488610552094e-05,0.9880463480949402,0.0016778029385022,55.03717803955078,0.4525083204110463,0.6512693762779236,0.00033391432468,0.000102753440539,0.0001147389411926,0.000102753440539,0.0001147389411926,0.0092164973417917,0.0002779165903727,2.4611751238505047e-05,7.053216298421224e-07,1.3262033462524414e-06,0.0,0.0001593728860219,3.596146901448568e-06,2.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,1.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,nudge_0p001_plus,42,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
nudge_0p1_plus,nudge_0.1,plus,2025,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,cuda,9.791432903148234,6.085319677988688,0.1583284688725446,0.0,0.0310070275639494,0.1583284688725446,0.0,0.4877031445503235,0.4877031445503235,12.278576215108236,7.62177022298177,0.0634338886787494,0.0633208851019541,0.0719181640694538,0.1452852485098582,0.2806537399689356,0.0634338886787494,0.4877031445503235,0.0720480401068925,0.1450284439900315,0.5613074799378713,0.0633208851019541,0.4877031445503235,0.0465898138160506,28.047090503027988,0.2792284240325292,12.278576215108236,0.4877031445503235,0.0753674134612083,17.4566596790703,0.5584568480650584,7.62177022298177,0.4877031445503235,0.645987461010615,0.0051674018975214,0.9177118837833405,0.0634338886787494,12.278576215108236,0.9970453381538392,0.0083079046245813,0.9860509037971495,0.0633208851019541,7.62177022298177,0.5975431601206461,0.6984257499376932,0.0004877031363624,0.0003181397914886,0.0002670188744862,0.0003181397914886,0.0002670188744862,0.0081223249435424,0.000327984491984,0.0003257393836975,1.619259516398112e-05,6.260474522908528e-05,2.5828679402669272e-06,0.0004846652348836,2.4904807408650715e-05,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,nudge_0p1_plus,2025,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
direct_plus,direct_clamp,plus,2025,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.001,tanh,cuda,9.47983684297651,0.9105520645777384,0.197213737345818,0.0,0.0461174889157215,0.197213737345818,0.0,0.4877031445503235,0.4877031445503235,1.4574536681175232,0.9315191308657328,0.0774931485454241,0.0773870162665844,0.0726512242108583,0.1774211804901919,0.2921037624279658,0.0774931485454241,0.4877031445503235,0.0727520864456892,0.177180129976166,0.5842075248559316,0.0773870162665844,0.4877031445503235,0.0492801188180844,3.329090358338911,0.291989728808403,1.4574536681175232,0.4877031445503235,0.0773843855907519,2.1327290755521973,0.583979457616806,0.9315191308657328,0.4877031445503235,0.6626955568790436,0.0531807544564549,0.8973013858000437,0.0774931485454241,1.4574536681175232,0.9970431625843048,0.0830762174788287,0.9886354704697928,0.0773870162665844,0.9315191308657328,0.5975431601206461,0.6984257499376932,0.0004877031363624,0.0003181397914886,0.0002670188744862,0.0003181397914886,0.0002670188744862,0.001019815603892,4.129608472188314e-05,0.0003429154555002,1.714626948038737e-05,7.656216621398926e-05,3.238519032796224e-06,0.0004849731922149,2.52226988474528e-05,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,direct_plus,2025,0.001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
nudge_0p001_plus,nudge_0.001,plus,42,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.0001,tanh,cuda,7.859611179213971,-111.4766133626302,0.0049991852914293,0.0,5.341780039695247e-05,0.0049991852914293,0.0,0.3339143047730128,0.3339143047730128,129.72692489624023,55.03717803955078,0.0027959404202799,0.0016778029385022,0.0306754025320212,0.008593962253815,0.2414576138059298,0.0027959404202799,0.3339143047730128,0.0516179899374643,0.0051908638200906,0.4829152276118596,0.0016778029385022,0.3339143047730128,0.0071993555757217,400.2103134365918,0.2423413097858429,129.72692489624023,0.3339143047730128,0.0170917627401649,169.9070462315765,0.4846826195716858,55.03717803955078,0.3339143047730128,0.3632322351137797,2.1532437300883466e-05,0.9222633639971416,0.0027959404202799,129.72692489624023,0.4228942990303039,3.0553488610552094e-05,0.9880463480949402,0.0016778029385022,55.03717803955078,0.4525083204110463,0.6512693762779236,3.339142980015216e-05,1.0281801223754885e-05,1.1444091796875e-05,1.0281801223754885e-05,1.1444091796875e-05,0.0009534905354181,3.0110279719034832e-05,2.473592758178711e-06,4.967053731282552e-08,1.1920928955078125e-07,-9.934107462565104e-09,1.5949209531148274e-05,3.278255462646485e-07,2.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,0.0,1.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,nudge_0p001_plus,42,0.0001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
nudge_0p01_plusminus,nudge_0.01,plusminus,7,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.0001,tanh,cuda,9.00300865015015,1.6751110553741455,0.0299349696336624,0.0,0.0011038052034564,0.0299349696336624,0.0,0.5768370380004247,0.5768370380004247,21.92601108551025,13.886773427327476,0.0037599263014271,0.0011701415060088,-0.043590729124844,0.0069054642892463,0.2482991218566894,0.0037599263014271,0.5768370380004247,-0.1373349788288275,0.0021299183573252,0.4965982437133789,0.0011701415060088,0.5768370380004247,0.0527453596393267,40.15129270241787,0.3001520236333211,21.92601108551025,0.5768370380004247,0.0833288437376419,25.44286206389132,0.6003040472666422,13.886773427327476,0.5768370380004247,-0.1915577078859011,0.0001714936823126,0.5303781727949778,0.0037599263014271,21.92601108551025,-0.9406556487083436,8.418814237728328e-05,0.5354807873566946,0.0011701415060088,13.886773427327476,0.5047348340352377,0.6594669421513876,5.768370283476543e-05,3.1163295110066734e-05,3.539522488911947e-05,3.1163295110066734e-05,3.539522488911947e-05,0.0013250112533569,7.236003875732422e-05,3.501276175181071e-05,2.1060307820638022e-06,-9.437402089436849e-08,-1.9868214925130207e-08,-1.5368064244588215e-05,-1.837809880574544e-06,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,nudge_0p01_plusminus,7,0.0001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
gradual_100_0p01_plus,gradual_clamp_100_0.01,plus,2025,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.0001,tanh,cuda,10.20480787102133,-19.15572579701741,0.1226684935390949,0.0,0.0120576797053217,0.1226684935390949,0.0,0.4877031445503235,0.4877031445503235,103.03262074788412,49.07707150777181,0.0370831191539764,0.0343597419559955,0.062059405259788,0.0850411523822224,0.2729760507742564,0.0370831191539764,0.4877031445503235,0.0670247282832861,0.0788245658436973,0.5459521015485128,0.0343597419559955,0.4877031445503235,0.0361931178097923,235.62137560473448,0.2729665413498878,103.03262074788412,0.4877031445503235,0.0764517377441128,112.56166602623205,0.5459330826997757,49.07707150777181,0.4877031445503235,0.48832568526268,0.0003600040524381,0.916106015443802,0.0370831191539764,103.03262074788412,0.8478257159392039,0.0007001651422345,0.9819650053977966,0.0343597419559955,49.07707150777181,0.5975431601206461,0.6984257499376932,4.877031096839346e-05,3.189841906229655e-05,2.6732683181762692e-05,3.189841906229655e-05,2.6732683181762692e-05,0.0056773523489634,0.0002217789491017,2.7179718017578125e-05,1.321236292521159e-06,3.3577283223470053e-06,1.2914339701334637e-07,4.4624010721842446e-05,2.1855036417643228e-06,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,gradual_100_0p01_plus,2025,0.0001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
nudge_0p1_plus,nudge_0.1,plus,7,twomoons,2000,0.1,"[128, 64]",32,6,15,0.05,0.0001,tanh,cuda,9.813004860654472,7.175035238265991,0.1453741938263798,0.0,0.0264587824543317,0.1453741938263798,0.0,0.5768370380004247,0.5768370380004247,11.26706870396932,7.108944733937581,0.0591600202023983,0.0590177985529104,0.0789012275636196,0.1083990748089066,0.2813188831011454,0.0591600202023983,0.5768370380004247,0.0790904474755128,0.1081373674467107,0.5626377662022909,0.0590177985529104,0.5768370380004247,0.0527695938944816,20.62051426637186,0.2817179709672928,11.26706870396932,0.5768370380004247,0.0837560606499513,13.025734650084772,0.5634359419345856,7.108944733937581,0.5768370380004247,0.6541278958320618,0.0052515405578568,0.9206100006898243,0.0591600202023983,11.26706870396932,0.99648912747701,0.0083019136597743,0.9905358950297036,0.0590177985529104,7.108944733937581,0.5047348340352377,0.6594669421513876,5.768370283476543e-05,3.1163295110066734e-05,3.539522488911947e-05,3.1163295110066734e-05,3.539522488911947e-05,0.0006799598534901,3.720323244730631e-05,3.49581241607666e-05,2.1060307820638022e-06,5.319714546203613e-06,2.88089116414388e-07,5.228817462921143e-05,3.1987826029459634e-06,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,_workspace_ThreeQ_dthreeq_mechanism_diagnostic_v1,nudge_0p1_plus,7,0.0001,twomoons,2000,0.2,0.1,"[128, 64]",32,6,15,0.05,tanh,True,1.0
